utc_timestamp,DE_KN_industrial1_grid_import,DE_KN_industrial1_pv_1,DE_KN_industrial1_pv_2,DE_KN_industrial2_pv,DE_KN_industrial3_area_offices,DE_KN_industrial3_area_room_1,DE_KN_industrial3_area_room_2,DE_KN_industrial3_area_room_3,DE_KN_industrial3_area_room_4,DE_KN_industrial3_compressor,DE_KN_industrial3_cooling_aggregate,DE_KN_industrial3_cooling_pumps,DE_KN_industrial3_dishwasher,DE_KN_industrial3_machine_1,DE_KN_industrial3_machine_2,DE_KN_industrial3_machine_3,DE_KN_industrial3_machine_4,DE_KN_industrial3_machine_5,DE_KN_industrial3_pv_facade,DE_KN_industrial3_pv_roof,DE_KN_industrial3_refrigerator,DE_KN_industrial3_ventilation,DE_KN_residential1_dishwasher,DE_KN_residential1_freezer,DE_KN_residential1_grid_import,DE_KN_residential1_heat_pump,DE_KN_residential1_pv,DE_KN_residential1_washing_machine,DE_KN_residential2_circulation_pump,DE_KN_residential2_dishwasher,DE_KN_residential2_grid_import,DE_KN_residential2_washing_machine,DE_KN_residential3_circulation_pump,DE_KN_residential3_dishwasher,DE_KN_residential3_freezer,DE_KN_residential3_refrigerator,DE_KN_residential3_washing_machine,DE_KN_residential4_dishwasher,DE_KN_residential4_ev,DE_KN_residential4_freezer,DE_KN_residential4_grid_export,DE_KN_residential4_grid_import,DE_KN_residential4_heat_pump,DE_KN_residential4_pv,DE_KN_residential4_refrigerator,DE_KN_residential4_washing_machine,DE_KN_residential5_dishwasher,DE_KN_residential5_grid_import,DE_KN_residential5_refrigerator,DE_KN_residential5_washing_machine,DE_KN_residential6_circulation_pump,DE_KN_residential6_dishwasher,DE_KN_residential6_freezer,DE_KN_residential6_grid_import,DE_KN_residential6_pv,DE_KN_residential6_washing_machine
2016-04-02T00:00:00Z,57990.382,763.82,561.604,4266.167,5207.092,1804.688,8687.977,1688.48,10339.557,13713.52,1666.533,47193.693,256.745,9333.33,37910.895,59844.646,166.931,1627.832,1582.77,2578.206,129.94,62194.352,139.976,147.894,4339.542,4584.327,7771.085,153.794,405.201,208.33,2154.248,102.647,694.296,639.297,228.053,216.932,821.042,53.63,480.155,72.457,1835.635,2801.036,2098.419,2827.148,63.406,50.994,118.143,1361.659,140.057,99.1,189.888,20.18,76.488,2467.15,1759.343,22.929
2016-04-03T00:00:00Z,58259.382,785.04,578.884,4330.356,5221.136,1810.663,8720.112,1688.85,10339.557,13766.364,1682.69,47464.975,256.748,9339.955,38142.77,60136.458,166.931,1635.743,1602.38,2621.296,130.624,62412.977,140.958,148.656,4355.417,4596.077,7800.706,153.795,406.83,209.459,2166.548,102.73,696.124,640.505,228.887,217.601,821.06,54.325,481.226,72.898,1867.195,2806.381,2098.564,2864.738,63.778,52.659,119.014,1368.879,140.977,99.1,191.038,20.401,77.042,2482.388,1791.873,22.931
2016-04-04T00:00:00Z,58760.257,808.5,597.874,4401.327,5235.216,1816.613,8752.267,1689.23,10339.557,13819.801,1913.315,47780.068,256.75,9346.612,38375.02,60428.521,166.931,1643.641,1628.661,2673.511,131.297,62624.665,141.944,149.428,4368.682,4603.317,7840.847,153.796,407.776,210.176,2173.988,102.731,697.704,641.878,229.639,218.252,821.276,54.333,483.421,73.341,1900.336,2809.471,2098.709,2905.058,64.182,53.487,119.017,1373.312,142.013,99.619,192.112,20.498,77.609,2498.608,1826.623,22.932
2016-04-05T00:00:00Z,59337.264,840.029,622.304,4494.757,5270.498,1832.983,8795.022,1701.095,10494.604,13947.629,2236.596,48112.256,259.032,9481.393,38607.832,60773.521,166.931,1651.547,1663.95,2742.046,132.056,62860.852,141.945,150.202,4379.706,4611.058,7890.015,154.082,408.292,210.181,2179.206,102.733,699.208,641.942,230.364,218.902,821.277,54.333,483.425,73.802,1951.336,2812.721,2098.869,2958.799,64.582,53.487,120.011,1380.919,142.989,100.731,193.264,20.727,78.166,2512.898,1874.543,23.068
2016-04-06T00:00:00Z,59880.382,863.23,640.794,4562.946,5308.872,1852.493,8840.527,1720.55,10631.276,14097.395,2501.033,48442.006,262.345,9883.799,38840.801,61121.083,166.931,1659.467,1688.61,2795.233,132.821,63113.915,141.946,150.986,4391.143,4618.548,7929.296,154.084,408.827,211.538,2183.236,102.734,700.894,643.287,231.118,219.598,821.278,54.864,483.429,74.275,1985.916,2816.269,2099.019,2998.468,64.983,55.77,120.928,1388.821,143.944,101.643,194.085,20.956,78.724,2530.388,1907.463,23.3
2016-04-07T00:00:00Z,60433.411,881.04,655.384,4620.468,5350.333,1861.378,8891.822,1744.83,10900.526,14224.114,2505.471,48719.85,264.649,10047.112,39079.238,61436.458,166.931,1667.411,1703.083,2832.452,133.579,63402.852,142.904,151.757,4402.187,4632.497,7954.597,154.089,409.699,212.035,2187.293,102.735,702.745,644.394,232.017,220.272,821.279,54.864,483.429,74.724,2015.066,2819.221,2099.169,3030.838,65.38,55.77,121.846,1395.839,144.851,102.953,194.829,21.203,79.277,2545.188,1933.573,23.433
2016-04-08T00:00:00Z,60783.411,888.52,661.124,4644.116,5392.413,1881.323,8931.632,1758.49,11074.448,14346.239,2509.971,48996.256,267.899,10204.455,39317.488,61748.833,166.931,1675.346,1708.661,2850.94,134.348,63744.352,142.905,152.54,4417.242,4648.487,7973.397,154.696,410.653,213.512,2193.298,102.736,704.544,645.466,232.765,220.834,822.262,54.864,483.429,75.158,2027.105,2822.486,2099.309,3044.947,65.715,55.77,121.848,1400.701,145.698,103.537,195.694,21.475,79.832,2562.395,1943.253,23.435
2016-04-09T00:00:00Z,60996.161,895.299,666.124,4667.817,5427.838,1887.493,8987.301,1777.885,11265.026,14467.02,2514.346,49272.225,270.092,10346.659,39560.707,62057.208,166.931,1683.25,1713.641,2868.55,135.067,64134.602,142.906,153.314,4433.357,4665.407,7984.284,155.751,411.694,213.517,2198.073,102.738,706.337,646.461,233.517,221.446,827.41,55.643,484.514,75.59,2034.916,2828.696,2100.889,3058.107,66.045,56.632,123.589,1409.619,146.554,104.094,196.828,21.657,80.375,2576.01,1952.383,23.569
2016-04-10T00:00:00Z,61265.161,900.009,669.424,4684.036,5446.712,1891.623,9019.582,1778.39,11265.026,14521.348,2518.846,49548.006,270.095,10353.346,39793.113,62353.833,166.931,1691.141,1717.141,2881.073,135.739,64355.29,143.885,154.109,4445.157,4683.297,7992.694,155.752,413.374,214.598,2207.848,103.542,708.072,646.524,234.28,221.972,827.411,55.658,489.206,76.014,2038.135,2844.751,2111.194,3067.367,66.379,56.639,123.592,1412.831,147.337,104.094,197.92,21.878,80.929,2591.248,1958.234,23.571
2016-04-11T00:00:00Z,61766.036,935.65,696.594,4790.427,5465.797,1895.778,9052.132,1778.855,11265.026,14574.801,2535.19,49829.225,270.097,10360.002,40025.707,62650.771,166.931,1699.026,1753.313,2956.983,136.384,64566.852,143.886,154.89,4455.177,4692.007,8045.667,155.753,414.603,216.333,2218.868,105.627,710.031,647.641,235.053,222.465,828.032,56.376,497.572,76.443,2085.006,2849.932,2115.604,3128.508,66.758,56.654,123.595,1414.931,148.155,104.094,199.082,21.976,81.497,2607.468,2011.904,23.572
2016-04-12T00:00:00Z,62343.044,970.529,722.934,4895.978,5500.828,1910.783,9112.386,1789.03,11324.291,14654.832,2741.315,50145.662,271.322,10366.643,40262.645,62967.083,166.931,1722.153,1789.102,3033.026,137.121,64896.352,144.835,155.663,4466.88,4700.028,8100.167,156.039,415.37,216.338,2222.888,105.628,711.855,648.739,235.803,223.008,828.034,56.376,497.579,76.895,2141.726,2852.815,2115.749,3188.947,67.127,56.654,123.597,1420.007,148.954,104.094,200.187,22.205,82.054,2621.758,2065.383,23.708
2016-04-13T00:00:00Z,62886.161,1001.259,745.504,4988.487,5541.457,1919.693,9152.417,1807.07,11501.135,14787.317,2935.971,50458.631,274.694,10568.33,40497.082,63267.271,166.931,1730.18,1819.743,3095.847,137.891,65257.665,144.836,156.449,4477.927,4708.548,8142.417,156.222,416.197,216.343,2226.758,105.629,713.619,649.886,236.552,223.651,835.539,56.416,510.041,77.351,2180.554,2856.516,2115.899,3243.377,67.51,57.517,123.6,1424.744,149.758,104.094,201.183,22.394,82.607,2639.248,2113.873,23.794
2016-04-14T00:00:00Z,63439.191,1012.529,754.744,5025.687,5581.092,1923.993,9218.072,1823.58,11667.291,14923.957,2940.346,50736.818,277.973,10867.846,40739.363,63578.146,166.931,1738.153,1829.79,3127.772,138.699,65522.352,144.837,157.236,4487.407,4719.393,8165.175,156.223,416.872,217.724,2233.378,105.63,715.335,651.006,237.303,224.277,835.54,57.095,510.041,77.795,2197.736,2859.743,2116.049,3263.498,67.833,57.519,123.603,1432.099,150.56,104.761,201.878,22.652,83.158,2654.048,2128.163,23.888
2016-04-15T00:00:00Z,63789.191,1034.159,772.594,5091.856,5614.477,1936.778,9270.872,1827.34,11667.291,15035.77,2955.252,51016.975,280.168,10941.455,40984.613,63902.833,166.931,1746.108,1846.981,3173.038,139.468,65784.477,144.838,158.02,4496.286,4733.308,8197.577,156.255,417.598,217.729,2237.688,105.632,717.244,652.162,238.055,224.884,835.541,57.095,510.042,78.254,2234.066,2862.335,2116.189,3303.097,68.177,57.519,124.583,1438.686,151.451,105.482,202.844,22.878,83.707,2671.255,2160.753,24.391
2016-04-16T00:00:00Z,64001.941,1043.779,779.914,5123.206,5650.088,1942.148,9323.787,1840.305,11837.651,15140.598,2959.627,51295.318,281.304,11076.893,41217.52,64215.708,166.931,1754.086,1854.602,3196.905,140.199,66031.852,145.783,158.838,4506.798,4747.847,8208.995,156.273,418.883,219.073,2244.873,106.43,718.993,653.47,238.901,225.442,838.565,57.116,517.116,78.684,2241.625,2866.314,2116.329,3319.847,68.517,57.531,125.47,1445.674,152.341,107.233,203.725,23.087,84.267,2684.87,2176.261,24.526
2016-04-17T00:00:00Z,64270.941,1060.239,792.883,5173.796,5668.168,1946.243,9356.357,1840.68,11837.651,15194.77,2964.096,51584.068,281.306,11083.502,41450.863,64529.083,166.931,1762.043,1870.43,3235.179,140.883,66245.477,146.753,159.644,4519.82,4758.708,8225.737,156.275,420.137,219.078,2251.088,106.431,720.86,654.874,239.673,226.099,838.583,57.138,523.237,79.135,2261.615,2872.718,2117.809,3348.517,68.859,58.651,126.34,1452.894,153.26,107.233,204.824,23.308,84.821,2700.107,2199.2,24.527
2016-04-18T00:00:00Z,64771.816,1068.25,798.883,5201.917,5686.347,1950.333,9388.753,1841.04,11837.651,15249.332,2968.471,51862.162,281.309,11090.112,41683.676,64841.833,166.931,1769.981,1876.969,3256.413,141.55,66467.102,146.754,160.427,4539.405,4772.248,8238.765,157.453,421.343,220.18,2257.178,106.432,722.642,656.011,240.436,226.743,838.889,58.126,527.996,79.558,2270.025,2879.154,2119.209,3363.498,69.22,58.661,126.343,1457.327,154.297,107.752,205.764,23.405,85.388,2716.328,2209.83,24.528
2016-04-19T00:00:00Z,65348.824,1072.54,801.524,5216.876,5722.607,1971.788,9465.301,1844.84,11839.135,15327.301,2972.846,52136.631,283.055,11096.799,41958.02,65184.833,166.931,1777.897,1880.102,3268.636,142.259,66744.102,147.216,161.181,4553.619,4792.157,8245.737,157.753,422.486,220.19,2266.088,108.405,724.274,657.111,241.192,227.343,839.262,58.128,527.997,79.99,2275.566,2890.774,2126.559,3372.218,69.52,59.456,127.337,1464.934,155.272,108.864,206.81,23.634,85.945,2730.618,2215.221,24.665
2016-04-20T00:00:00Z,65891.941,1105.94,826.234,5319.407,5757.517,1983.703,9513.842,1849.23,11840.213,15448.676,2977.19,52411.787,286.581,11296.518,42205.707,65505.333,166.931,1785.877,1910.731,3337.733,143.002,67136.352,147.217,161.962,4564.704,4806.953,8293.854,157.777,423.275,221.615,2272.248,109.227,726.256,659.204,241.955,227.929,839.263,58.128,528,80.428,2327.726,2898.305,2133.489,3430.758,69.87,59.456,128.254,1472.836,156.228,109.776,208.139,23.863,86.503,2748.108,2266.881,24.896
2016-04-21T00:00:00Z,66444.971,1143.079,855.094,5432.597,5794.647,2007.763,9572.402,1872.54,12111.495,15608.286,3194.752,52734.162,288.844,11487.893,42447.457,65834.333,166.931,1834.582,1945.653,3420.198,143.752,67611.727,147.218,162.747,4574.417,4816.143,8352.097,157.779,424.372,223.132,2279.808,109.229,728.148,660.275,242.724,228.546,843.604,58.913,532.989,80.858,2382.826,2901.004,2133.629,3495.638,70.264,60.275,129.172,1479.854,157.135,111.086,209.156,24.11,87.056,2762.907,2323.29,25.03
2016-04-22T00:00:00Z,66794.971,1174.82,880.014,5531.468,5827.243,2027.568,9638.262,1897.93,12279.416,15730.832,3443.252,53058.443,291.062,11608.83,42703.582,66141.958,166.931,1842.633,1977.661,3494.284,144.547,67962.165,147.219,163.541,4590.67,4826.907,8404.296,159.912,424.912,223.137,2284.308,109.23,729.965,661.358,243.452,229.182,844.136,58.925,537.089,81.332,2431.336,2903.332,2133.779,3550.968,70.625,60.281,129.175,1484.716,157.982,111.67,210.249,24.383,87.611,2780.115,2370.801,25.031
2016-04-23T00:00:00Z,67007.721,1207.699,905.924,5633.696,5857.152,2040.203,9683.162,1908.5,12390.448,15844.957,3608.565,53372.85,293.256,11710.924,42965.832,66448.208,166.931,1850.666,2007.2,3567.335,145.325,68330.852,148.299,164.365,4607.25,4833.407,8453.987,162.636,425.43,224.58,2289.418,109.231,731.515,662.456,244.217,229.808,844.138,58.939,541.861,81.77,2467.481,2906.664,2133.921,3613.347,70.96,60.289,130.915,1493.634,158.838,112.227,211.267,24.565,88.154,2793.73,2420.551,25.166
2016-04-24T00:00:00Z,67276.721,1217.599,913.544,5666.687,5875.902,2044.313,9715.522,1909.06,12390.448,15900.098,3613.033,53676.975,293.258,11717.518,43199.113,66744.021,166.931,1858.692,2014.801,3592.061,146.03,68563.602,148.3,165.179,4623.01,4844.278,8470.226,162.679,426.681,225.722,2297.458,109.603,733.23,663.552,244.991,230.422,844.499,58.961,547.982,82.22,2487.471,2913.068,2135.401,3668.677,71.302,61.409,130.918,1496.846,159.621,112.227,211.974,24.785,88.708,2808.967,2434.031,25.167
2016-04-25T00:00:00Z,67777.596,1239.659,931.544,5736.327,5894.947,2048.468,9748.272,1909.61,12390.448,15954.661,3617.533,53937.912,293.261,11724.174,43432.457,67039.583,166.931,1866.731,2032.321,3641.862,146.726,68795.727,148.301,166.013,4642.267,4863.767,8498.866,163.631,428.017,225.738,2303.448,109.604,735.207,664.643,245.724,231.009,844.5,59.949,552.741,82.648,2495.881,2920.878,2138.101,3724.322,71.648,61.419,130.921,1498.946,160.439,112.227,212.953,24.883,89.275,2825.187,2467.45,25.168
2016-04-26T00:00:00Z,68354.604,1257.369,945.644,5795.427,5935.857,2076.093,9811.697,1922.73,12486.291,16048.926,3621.971,54219.443,295.526,11730.862,43679.488,67346.458,166.931,1897.246,2048.403,3686.983,147.479,69435.727,149.475,166.817,4653.692,4881.868,8526.866,163.634,429.33,225.744,2309.478,110.512,737.067,666.728,246.51,231.622,844.501,59.949,552.743,83.078,2521.201,2930.028,2147.879,3755.944,72.034,61.419,130.924,1503.201,161.359,112.777,214.026,25.005,89.524,2839.477,2492.281,25.169
2016-04-27T00:00:00Z,68897.721,1268.98,954.764,5832.517,5977.177,2096.073,9869.942,1941.1,12486.291,16135.786,3626.408,54495.506,297.803,11737.565,43915.332,67653.708,166.931,1905.596,2057.352,3716.136,148.207,69843.977,149.476,167.6,4666.797,4903.752,8542.944,163.639,430.212,227.181,2315.688,111.281,738.89,667.89,247.25,232.223,844.502,59.949,552.743,83.509,2535.611,2942.371,2159.799,3776.842,72.407,61.419,131.841,1511.104,162.315,113.69,215.072,25.188,89.856,2856.968,2507.45,25.399
2016-04-28T00:00:00Z,69450.751,1302.619,982.454,5938.097,6017.673,2109.993,9939.891,1955.42,12672.338,16301.176,3630.846,54786.818,300.095,12005.643,44151.801,67954.958,166.931,1937.243,2086.512,3795.655,148.961,70546.352,150.37,168.394,4679.432,4920.343,8596.077,163.64,431.648,228.309,2321.003,111.282,740.916,669.95,248.031,232.857,846.716,60.713,558.19,83.939,2583.611,2952.484,2169.939,3838.514,72.792,63.052,132.759,1518.121,163.221,114.999,216.182,25.435,90.407,2871.767,2560.771,25.533
2016-04-29T00:00:00Z,69800.751,1324.449,1001.194,6012.077,6058.136,2125.963,9995.362,1983.75,12792.245,16431.379,3635.299,55079.193,302.323,12139.893,44403.52,68281.396,166.931,1945.231,2108.411,3852.976,149.736,71177.977,150.371,169.172,4692.903,4936.017,8642.085,165.059,432.859,228.314,2327.288,112.451,742.857,671.13,248.778,233.454,846.717,60.713,558.194,84.376,2617.99,2961.215,2179.701,3879.252,73.163,63.052,133.682,1525.474,164.001,114.999,216.949,25.708,90.956,2888.975,2592.861,25.534
2016-04-30T00:00:00Z,70013.501,1362.06,1030.883,6129.667,6089.136,2140.048,10043.182,2010.66,12884.557,16546.926,3639.721,55362.412,304.548,12275.799,44647.363,68542.333,166.931,1953.186,2141.84,3939.374,150.498,71721.102,151.415,169.966,4708.247,4951.108,8702.835,165.641,433.934,229.741,2333.468,112.452,744.82,671.194,249.532,234.127,846.718,60.717,559.689,84.811,2676.811,2967.802,2186.781,3945.934,73.573,63.054,134.56,1533.936,164.812,115.616,218.117,25.889,91.516,2902.59,2650.431,25.669
2016-05-01T00:00:00Z,70282.501,1391.497,1054.704,6221.997,6105.537,2144.183,10074.253,2010.99,12884.698,16601.52,3644.158,55651.006,304.551,12282.502,44880.551,68720.271,166.931,1961.137,2170.719,4010.772,151.203,71933.727,151.415,170.776,4720.517,4960.478,8753.956,165.646,435.058,229.746,2339.348,113.3,746.699,672.331,250.307,234.765,846.991,61.655,559.692,85.244,2723.961,2971.013,2186.931,3996.863,73.943,63.056,135.454,1542.054,165.768,115.616,219.094,26.11,92.07,2917.827,2692.33,25.67
2016-05-02T00:00:00Z,70783.376,1413.557,1072.704,6238.978,6121.136,2148.313,10105.522,2011.31,12884.854,16657.489,3648.627,55939.6,304.553,12289.174,45113.676,68898.333,166.931,1969.096,2174.282,4023.804,151.876,72154.977,152.557,171.601,4736.672,4979.327,8762.015,165.647,436.404,231.237,2349.028,113.301,748.307,675.757,251.082,235.419,847.563,62.448,559.695,85.69,2729.941,2977.485,2188.581,4006.213,74.341,63.701,136.382,1554.616,166.662,116.163,219.784,26.208,92.637,2934.047,2698.501,25.672
2016-05-03T00:00:00Z,71360.384,1431.267,1086.804,6280.103,6155.367,2164.057,10165.202,2024.203,12984.052,16761.489,3653.065,56226.662,306.813,12422.627,45357.009,69145.021,166.931,1978.677,2191.854,4070.138,152.605,72613.415,152.557,172.484,4749.267,4993.997,8801.476,165.648,437.191,232.71,2356.288,114.565,750.207,676.829,251.86,236.044,847.564,62.466,565.038,86.121,2768.83,2981.042,2190.291,4055.223,74.684,64.551,137.341,1562.596,167.547,116.163,220.848,26.33,93.194,2948.337,2739.681,25.672
2016-05-04T00:00:00Z,71903.501,1446.317,1098.944,6333.213,6193.612,2181.857,10228.612,2048.298,13067.013,16876.098,3657.502,56521.037,309.01,12525.502,45590.415,69368.396,169.79,1986.738,2207.038,4106.718,153.361,72943.165,152.558,173.287,4759.582,5009.067,8831.366,165.649,437.969,234.148,2362.838,115.15,751.915,677.99,252.599,236.659,848.388,63.232,567.616,86.558,2792.92,2985.494,2191.921,4085.713,75.051,64.557,139.167,1568.856,168.532,117.363,221.708,26.547,93.752,2965.827,2762.841,25.672
2016-05-05T00:00:00Z,72456.531,1477.407,1124.793,6435.313,6227.887,2203.166,10280.606,2078.388,13084.216,17014.442,3661.94,56809.475,311.254,12652.596,45825.853,69670.458,169.79,1994.677,2233.897,4185.632,154.147,73388.477,152.559,174.085,4768.917,5022.757,8879.444,165.651,438.724,235.609,2369.253,116.059,753.822,678.054,253.383,237.264,849.29,63.233,567.624,87.001,2843.92,2990.004,2193.521,4141.453,75.413,65.332,139.169,1573.531,169.404,118.255,222.956,26.799,93.871,2980.627,2810.051,25.672
2016-05-06T00:00:00Z,72806.531,1516.077,1156.754,6555.323,6243.597,2209.057,10312.457,2078.708,13084.232,17070.723,3666.377,57102.006,311.256,12659.268,46059.697,70004.521,169.79,2002.638,2265.327,4274.851,154.848,73825.165,153.437,174.886,4782.917,5031.577,8942.046,165.652,439.347,235.614,2373.868,116.509,755.644,680.371,254.165,237.895,849.291,63.253,574.438,87.45,2899.621,2993.638,2195.611,4209.412,75.804,65.343,140.065,1580.629,170.304,118.94,224.007,26.926,93.898,2997.835,2868.181,25.672
2016-05-07T00:00:00Z,73019.281,1553.257,1186.474,6672.143,6268.838,2215.087,10368.327,2086.388,13157.638,17198.129,3670.846,57398.537,313.394,12804.268,46294.134,70354.396,169.79,2010.568,2295.717,4361.3,155.602,74312.915,153.438,175.689,4794.07,5038.587,9002.366,166.084,439.852,236.963,2379.893,117.33,757.102,680.434,254.909,238.615,849.292,64.058,576.795,87.902,2958.34,2995.991,2195.761,4275.033,76.199,65.35,140.068,1584.891,171.273,118.94,225.197,27.215,93.922,3011.45,2924.511,25.672
2016-05-08T00:00:00Z,73288.281,1589.987,1215.793,6786.643,6284.562,2220.992,10400.977,2086.668,13157.653,17254.02,3675.283,57694.381,313.396,12810.909,46528.947,70688.833,169.79,2018.527,2325.339,4446.823,156.335,74518.29,154.362,176.495,4810.128,5044.497,9061.897,166.873,440.665,238.446,2389.213,118.543,758.352,682.624,255.648,239.364,850.537,64.067,579.837,88.38,3016.291,2998.471,2195.931,4339.764,76.594,65.355,141.387,1591.141,172.326,119.065,226.238,27.389,93.945,3026.687,2979.801,25.672
2016-05-09T00:00:00Z,73789.156,1625.637,1244.844,6898.483,6300.738,2226.922,10432.657,2086.958,13157.685,17309.161,3679.721,57987.975,313.399,12817.565,46763.353,71023.208,169.79,2026.459,2354.217,4530.147,157.056,74722.915,154.363,177.296,4823.47,5049.688,9121.417,166.875,441.383,238.451,2396.578,119.389,759.264,682.685,256.436,240.007,851.421,64.742,580.95,88.857,3071.461,3001.245,2196.111,4403.002,77.051,66.721,142.268,1597.919,173.385,119.065,227.246,27.6,93.962,3042.907,3033.361,25.672
2016-05-10T00:00:00Z,74366.164,1625.637,1267.154,6986.542,6329.437,2232.472,10486.176,2097.628,13356.872,17440.098,4025.58,58341.818,315.553,13063.065,47004.228,71377.583,169.79,2034.392,2376.577,4592.589,157.846,74974.04,154.793,178.117,4841.66,5054.188,9163.925,167.819,441.849,239.925,2401.428,120.653,760.511,683.844,257.173,240.641,851.422,64.742,580.957,89.336,3115.83,3003.606,2196.971,4452.854,77.53,66.721,142.728,1603.169,174.298,119.065,228.247,27.83,93.984,3057.197,3075.051,25.672
2016-05-11T00:00:00Z,74909.281,1647.447,1285.074,7057.633,6359.204,2245.132,10539.092,2102.938,13469.45,17567.114,4288.616,58674.1,316.712,13174.518,47241.853,71691.896,169.79,2042.324,2390.249,4639.808,158.655,75212.015,154.794,178.928,4860.279,5058.548,9193.437,169.126,442.173,242.461,2407.643,120.654,761.759,685.979,257.914,241.318,853.306,65.536,580.96,89.829,3150.08,3007.196,2198.531,4493.203,77.975,67.542,144.112,1609.319,175.483,120.885,229.082,27.944,94.007,3074.687,3108.341,25.672
2016-05-12T00:00:00Z,75462.311,1662.627,1297.624,7107.913,6391.16,2267.291,10590.073,2114.098,13628.747,17683.629,4723.084,59034.35,318.904,13277.08,47480.259,72036.771,169.79,2050.261,2401.831,4679.464,159.466,75437.827,155.719,179.892,4878.637,5064.317,9220.874,171.935,442.638,242.47,2412.473,120.655,762.865,687.105,258.853,242.066,853.716,65.549,585.238,90.309,3171.201,3010.235,2198.691,4521.092,78.461,67.549,144.115,1614.494,176.592,121.683,229.798,28.001,94.022,3089.487,3129.001,25.672
2016-05-13T00:00:00Z,75812.311,1667.267,1300.394,7124.952,6429.67,2283.506,10637.983,2137.158,13808.247,17833.286,4732.553,59332.35,322.165,13508.362,47720.884,72377.396,169.79,2058.197,2405.249,4692.831,160.255,75686.952,155.72,180.827,4888.869,5076.618,9228.577,171.936,443.287,243.552,2420.908,121.424,764.223,688.378,259.608,242.677,853.717,65.549,585.238,90.806,3177.861,3013.576,2198.841,4530.543,78.875,67.549,144.938,1618.879,177.518,121.683,230.593,28.039,94.034,3102.259,3135.071,25.673
2016-05-14T00:00:00Z,76025.061,1672.597,1303.784,7145.083,6466.864,2287.486,10682.307,2142.548,13841.747,17948.676,4736.991,59648.787,324.301,13702.205,47954.603,72711.521,169.79,2066.113,2409.178,4707.503,161.02,75923.077,156.635,181.669,4902.939,5091.058,9240.604,172.368,444.085,243.557,2425.648,122.482,765.851,689.655,260.352,243.277,853.718,66.324,593.177,91.267,3181.461,3024.09,2201.201,4541.783,79.278,67.563,145.805,1626.959,178.393,121.683,231.487,28.039,94.034,3109.964,3142.891,25.674
2016-05-15T00:00:00Z,76294.061,1685.767,1314.444,7185.252,6483.49,2291.822,10713.032,2142.868,13841.763,18005.551,4741.428,59970.631,324.303,13708.83,48188.447,73045.458,169.79,2073.959,2420.71,4740.479,161.717,76140.327,157.554,182.552,4917.825,5103.548,9257.745,173.07,445.218,243.562,2430.998,123.269,767.644,690.835,261.095,243.993,858.364,66.326,593.179,91.722,3200.561,3029.365,2202.461,4564.742,79.638,69.14,146.647,1635.909,179.391,123.374,232.381,28.121,94.057,3116.314,3159.671,25.854
2016-05-16T00:00:00Z,76794.936,1713.497,1338.293,7278.663,6498.789,2295.847,10744.182,2143.188,13841.81,18062.926,4745.897,60292.693,324.306,13715.424,48421.822,73379.521,169.79,2081.718,2442.428,4808.64,162.385,76361.577,159.558,183.356,4935.934,5118.608,9296.405,173.071,446.325,244.665,2440.018,124.402,769.612,690.898,261.856,244.584,862.355,66.948,593.183,92.175,3247.59,3032.247,2202.611,4616.563,79.986,69.795,146.65,1639.104,180.318,123.374,233.339,28.137,94.084,3121.654,3203.311,26.043
2016-05-17T00:00:00Z,77371.944,1727.517,1349.474,7325.342,6514.391,2299.862,10774.692,2143.508,13841.81,18119.348,4750.303,60608.506,324.308,13722.08,48654.759,73712.646,169.79,2089.433,2453.452,4843.589,163.025,76649.077,159.559,184.163,4951.33,5134.487,9321.265,173.932,447.051,244.675,2447.008,125.11,771.592,693.223,262.61,245.277,864.674,66.948,593.183,92.629,3271.67,3034.005,2202.751,4643.014,80.327,69.795,146.652,1641.414,181.089,123.374,234.209,28.153,94.111,3129.444,3222.961,26.098
2016-05-18T00:00:00Z,77915.061,1748.247,1366.754,7412.022,6547.519,2318.751,10845.442,2154.328,13985.216,18238.332,4754.678,60920.881,326.539,13843.924,48890.259,74070.646,169.79,2097.191,2467.249,4893.093,163.738,76916.077,160.554,184.963,4964.137,5144.548,9355.925,174.602,447.759,246.093,2456.678,125.956,773.636,694.314,263.337,245.944,870.227,66.948,593.184,93.085,3309.811,3035.537,2202.891,4683.582,80.623,69.795,146.655,1643.704,181.834,123.374,235.122,28.169,94.137,3134.569,3254.281,26.256
2016-05-19T00:00:00Z,78468.091,1778.997,1393.614,7458.702,6580.715,2346.608,10892.798,2176.148,14190.591,18397.129,4941.209,61248.85,329.09,14042.346,49131.759,74420.458,169.79,2120.142,2490.88,4966.118,164.482,77196.827,160.555,185.775,4980.956,5150.798,9410.085,177.494,448.168,247.203,2463.908,125.977,775.435,694.378,264.119,246.56,871.115,66.948,593.188,93.551,3363.24,3037.107,2203.041,4739.543,80.945,69.795,146.658,1646.034,182.712,123.374,236.233,28.185,94.164,3140.439,3299.971,26.257
