STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNWD,TMAX,TMIN
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/11/30,0,0,5,-4.1
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/1,0,0,6.2,-1.6
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/2,0,0,6.2,-2.3
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/3,0,0,6.2,1.2
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/4,0,0,3.4,-0.9
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/5,0,0,1.4,-0.7
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/6,0,0,1.6,-1.2
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/7,0,0,1.6,-1.8
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/8,0,0,2.8,-2.3
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/9,0,0,3,-2.3
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/10,0,0,1.5,-2.8
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/11,0.6,0,3.3,-2.9
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/12,0,0,7.1,-1.8
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/13,0,0,0.9,-1.5
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/14,0,0,6.8,-1.3
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/15,0,0,0.9,-1.2
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/16,0,0,0.7,-0.7
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/17,0,0,1,-1.3
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/18,0.6,0,2.6,0.4
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/19,0,0,5.7,-1.2
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/20,0,0,2.1,-2
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/21,0,0,0.9,-0.4
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/22,0,0,1.5,-1.3
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/23,0.5,0,4.8,0.4
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/24,0.5,0,7.5,3.7
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/25,0,0,9,4.2
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/26,0.6,0,8.1,1.9
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/27,0,0,7,-0.9
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/28,0,0,5.1,-2.5
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/29,0,0,3.3,-4.3
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/30,0,0,0.7,-2.1
GME00102404,"KONSTANZ, GM",47.6781,9.1908,443,2016/12/31,0,0,-1,-2.8
